UNIDAD,ZONA,PREFECTURA,MOTIVO
23A. COM. TALAGANTE,OESTE,COSTA,ORDEN DE APREHENSION
23A. COM. TALAGANTE,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
23A. COM. TALAGANTE,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
23A. COM. TALAGANTE,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
23A. COM. TALAGANTE,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
23A. COM. TALAGANTE,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
23A. COM. TALAGANTE,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
23A. COM. TALAGANTE,OESTE,COSTA,ORDEN DE APREHENSION
23A. COM. TALAGANTE,OESTE,COSTA,ROBO DE ACCESORIO DE VEHICULO USURPACION DE NOMBRE INFRINGIR NORMAS SANITARIAS
23A. COM. TALAGANTE,OESTE,COSTA,ROBO DE ACCESORIO DE VEHICULO USURPACION DE NOMBRE INFRINGIR NORMAS SANITARIAS ORDEN VIGENTE 
23A. COM. TALAGANTE,OESTE,COSTA,ROBO DE ACCESORIO DE VEHICULO USURPACION DE NOMBRE INFRINGIR NORMAS SANITARIAS
23A. COM. TALAGANTE,OESTE,COSTA,CONTRA LA PROPIEDAD (OTROS)
23A. COM. TALAGANTE,OESTE,COSTA,CONTRA LA PROPIEDAD (OTROS)
23A. COM. TALAGANTE,OESTE,COSTA,CONTRA LA PROPIEDAD (OTROS)
23A. COM. TALAGANTE,OESTE,COSTA,CONTRA LA PROPIEDAD (OTROS)
23A. COM. TALAGANTE,OESTE,COSTA,CONTRA LA PROPIEDAD (OTROS)
23A. COM. TALAGANTE,OESTE,COSTA,ROBO CON INTIMIDACION
23A. COM. TALAGANTE,OESTE,COSTA,ROBO CON INTIMIDACION
23A. COM. TALAGANTE,OESTE,COSTA,HURTO SIMPLE
23A. COM. TALAGANTE,OESTE,COSTA,CONTRA LA PROPIEDAD (OTROS)
23A. COM. TALAGANTE,OESTE,COSTA,ORDEN DE APREHENSION
24A. COM. MELIPILLA,OESTE,COSTA,DESORDENES PUBLICOS
24A. COM. MELIPILLA,OESTE,COSTA,DESORDENES PUBLICOS
24A. COM. MELIPILLA,OESTE,COSTA,ROBO EN LUGAR NO HABITADO
24A. COM. MELIPILLA,OESTE,COSTA,ROBO EN LUGAR NO HABITADO
24A. COM. MELIPILLA,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
24A. COM. MELIPILLA,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
24A. COM. MELIPILLA,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
24A. COM. MELIPILLA,OESTE,COSTA,ROBO EN LUGAR NO HABITADO
24A. COM. MELIPILLA,OESTE,COSTA,ROBO EN LUGAR NO HABITADO
24A. COM. MELIPILLA,OESTE,COSTA,ROBO EN LUGAR NO HABITADO
24A. COM. MELIPILLA,OESTE,COSTA,ROBO EN LUGAR NO HABITADO
24A. COM. MELIPILLA,OESTE,COSTA,ROBO EN LUGAR NO HABITADO
24A. COM. MELIPILLA,OESTE,COSTA,ROBO EN LUGAR NO HABITADO
24A. COM. MELIPILLA,OESTE,COSTA,ROBO EN LUGAR NO HABITADO
24A. COM. MELIPILLA,OESTE,COSTA,ROBO EN LUGAR NO HABITADO
24A. COM. MELIPILLA,OESTE,COSTA,ROBO EN LUGAR NO HABITADO
24A. COM. MELIPILLA,OESTE,COSTA,ROBO EN LUGAR NO HABITADO
24A. COM. MELIPILLA,OESTE,COSTA,ROBO EN LUGAR NO HABITADO
24A. COM. MELIPILLA,OESTE,COSTA,ROBO EN LUGAR NO HABITADO
24A. COM. MELIPILLA,OESTE,COSTA,ROBO EN LUGAR NO HABITADO
24A. COM. MELIPILLA,OESTE,COSTA,ROBO EN LUGAR NO HABITADO
24A. COM. MELIPILLA,OESTE,COSTA,ROBO EN LUGAR NO HABITADO
24A. COM. MELIPILLA,OESTE,COSTA,ROBO EN LUGAR NO HABITADO
24A. COM. MELIPILLA,OESTE,COSTA,ROBO EN LUGAR NO HABITADO
24A. COM. MELIPILLA,OESTE,COSTA,ROBO EN LUGAR NO HABITADO
24A. COM. MELIPILLA,OESTE,COSTA,ROBO EN LUGAR NO HABITADO
24A. COM. MELIPILLA,OESTE,COSTA,ROBO EN LUGAR NO HABITADO
24A. COM. MELIPILLA,OESTE,COSTA,ROBO EN LUGAR NO HABITADO
24A. COM. MELIPILLA,OESTE,COSTA,ROBO EN LUGAR NO HABITADO
24A. COM. MELIPILLA,OESTE,COSTA,ROBO EN LUGAR NO HABITADO
24A. COM. MELIPILLA,OESTE,COSTA,ROBO EN LUGAR NO HABITADO
24A. COM. MELIPILLA,OESTE,COSTA,ROBO EN LUGAR NO HABITADO
24A. COM. MELIPILLA,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
24A. COM. MELIPILLA,OESTE,COSTA,RECEPTACION
24A. COM. MELIPILLA,OESTE,COSTA,RECEPTACION
24A. COM. MELIPILLA,OESTE,COSTA,RECEPTACION
24A. COM. MELIPILLA,OESTE,COSTA,RECEPTACION
24A. COM. MELIPILLA,OESTE,COSTA,RECEPTACION
24A. COM. MELIPILLA,OESTE,COSTA,RECEPTACION
24A. COM. MELIPILLA,OESTE,COSTA,ORDEN DE APREHENSION
24A. COM. MELIPILLA,OESTE,COSTA,CONTRA LA AUTORIDAD
24A. COM. MELIPILLA,OESTE,COSTA,CONTRA LA AUTORIDAD
56A. COM. PEÑAFLOR,OESTE,COSTA,ART. 269 CP
56A. COM. PEÑAFLOR,OESTE,COSTA,ORDEN DE APREHENSION
56A. COM. PEÑAFLOR,OESTE,COSTA,ORDEN DE APREHENSION
56A. COM. PEÑAFLOR,OESTE,COSTA,LESIONES CON ARMA BLANCA
56A. COM. PEÑAFLOR,OESTE,COSTA,ORDEN DE APREHENSION
56A. COM. PEÑAFLOR,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
56A. COM. PEÑAFLOR,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
56A. COM. PEÑAFLOR,OESTE,COSTA,ORDEN DE APREHENSION
56A. COM. PEÑAFLOR,OESTE,COSTA,CULTIVO/COSECHA ESPECIES VEGETALES PRODUCTORAS ESTUPEF.
56A. COM. PEÑAFLOR,OESTE,COSTA,CULTIVO/COSECHA ESPECIES VEGETALES PRODUCTORAS ESTUPEF.
56A. COM. PEÑAFLOR,OESTE,COSTA,PORTE DE ARMA CORTANTE O PUNZANTE ART. 288 BIS
56A. COM. PEÑAFLOR,OESTE,COSTA,"POSESION, TENENCIA O PORTE ILEGAL DE ARMAS ART.9 L.17.7"
56A. COM. PEÑAFLOR,OESTE,COSTA,ORDEN DE APREHENSION
56A. COM. PEÑAFLOR,OESTE,COSTA,CONTRA LA PROPIEDAD (OTROS)
56A. COM. PEÑAFLOR,OESTE,COSTA,ROBO EN LUGAR NO HABITADO
56A. COM. PEÑAFLOR,OESTE,COSTA,ROBO EN LUGAR NO HABITADO
56A. COM. PEÑAFLOR,OESTE,COSTA,ROBO EN LUGAR NO HABITADO
56A. COM. PEÑAFLOR,OESTE,COSTA,CONTRA LA PROPIEDAD (OTROS)
56A. COM. PEÑAFLOR,OESTE,COSTA,CONTRA LA PROPIEDAD (OTROS)
56A. COM. PEÑAFLOR,OESTE,COSTA,MICROTRAFICO (TRAFICO DE PEQUEÑAS CANTIDADES ART. 4 LEY
56A. COM. PEÑAFLOR,OESTE,COSTA,MICROTRAFICO (TRAFICO DE PEQUEÑAS CANTIDADES ART. 4 LEY
56A. COM. PEÑAFLOR,OESTE,COSTA,CONTRA LA PROPIEDAD (OTROS)
56A. COM. PEÑAFLOR,OESTE,COSTA,CONTRA LA PROPIEDAD (OTROS)
56A. COM. PEÑAFLOR,OESTE,COSTA,CONTRA LA PROPIEDAD (OTROS)
56A. COM. PEÑAFLOR,OESTE,COSTA,CONTRA LA PROPIEDAD (OTROS)
56A. COM. PEÑAFLOR,OESTE,COSTA,CONTRA LA PROPIEDAD (OTROS)
56A. COM. PEÑAFLOR,OESTE,COSTA,CONTRA LA PROPIEDAD (OTROS)
56A. COM. PEÑAFLOR,OESTE,COSTA,ART. 269 CP
56A. COM. PEÑAFLOR,OESTE,COSTA,ROBO CON VIOLENCIA
56A. COM. PEÑAFLOR,OESTE,COSTA,RECEPTACION
56A. COM. PEÑAFLOR,OESTE,COSTA,MICROTRAFICO (TRAFICO DE PEQUEÑAS CANTIDADES ART. 4 LEY
56A. COM. PEÑAFLOR,OESTE,COSTA,ART. 269 CP
56A. COM. PEÑAFLOR,OESTE,COSTA,ART. 269 CP
56A. COM. PEÑAFLOR,OESTE,COSTA,ART. 269 CP
56A. COM. PEÑAFLOR,OESTE,COSTA,CULTIVO/COSECHA ESPECIES VEGETALES PRODUCTORAS ESTUPEF.
56A. COM. PEÑAFLOR,OESTE,COSTA,HURTO SIMPLE
56A. COM. PEÑAFLOR,OESTE,COSTA,HURTO SIMPLE
56A. COM. PEÑAFLOR,OESTE,COSTA,HURTO SIMPLE
56A. COM. PEÑAFLOR,OESTE,COSTA,CONTRA LA PROPIEDAD (OTROS)
56A. COM. PEÑAFLOR,OESTE,COSTA,CONTRA LA PROPIEDAD (OTROS)
56A. COM. PEÑAFLOR,OESTE,COSTA,CONTRA LA PROPIEDAD (OTROS)
56A. COM. PEÑAFLOR,OESTE,COSTA,ORDEN DE APREHENSION
56A. COM. PEÑAFLOR,OESTE,COSTA,CONTRA LA PROPIEDAD (OTROS)
56A. COM. PEÑAFLOR,OESTE,COSTA,CONTRA LA PROPIEDAD (OTROS)
56A. COM. PEÑAFLOR,OESTE,COSTA,CONTRA LA PROPIEDAD (OTROS)
56A. COM. PEÑAFLOR,OESTE,COSTA,CONTRA LA PROPIEDAD (OTROS)
56A. COM. PEÑAFLOR,OESTE,COSTA,INFRACCION SANITARIA
56A. COM. PEÑAFLOR,OESTE,COSTA,RECEPTACION
56A. COM. PEÑAFLOR,OESTE,COSTA,RECEPTACION
56A. COM. PEÑAFLOR,OESTE,COSTA,CONTRA LA PROPIEDAD (OTROS)
56A. COM. PEÑAFLOR,OESTE,COSTA,"POSESION, TENENCIA O PORTE ILEGAL DE ARMAS ART.9 L.17.7"
56A. COM. PEÑAFLOR,OESTE,COSTA,CONTRA LA PROPIEDAD (OTROS)
56A. COM. PEÑAFLOR,OESTE,COSTA,"FALSIFICACIÓN O USO MALICIOSO DE DOCUMENTOS PUBLICOS ART. 193, 194 Y 196"
56A. COM. PEÑAFLOR,OESTE,COSTA,CONTRA LA PROPIEDAD (OTROS)
56A. COM. PEÑAFLOR,OESTE,COSTA,CONTRA LA PROPIEDAD (OTROS)
56A. COM. PEÑAFLOR,OESTE,COSTA,CONTRA LA PROPIEDAD (OTROS)
56A. COM. PEÑAFLOR,OESTE,COSTA,ROBO EN LUGAR NO HABITADO
56A. COM. PEÑAFLOR,OESTE,COSTA,CONTRA LA PROPIEDAD (OTROS)
56A. COM. PEÑAFLOR,OESTE,COSTA,ORDEN DE APREHENSION
63A. COM. CURACAVI,OESTE,COSTA,AMENAZAS CONDICIONALES CONTRA PERSONAS Y PROPIEDADES
63A. COM. CURACAVI,OESTE,COSTA,ORDEN DE APREHENSION
63A. COM. CURACAVI,OESTE,COSTA,ROBO CON INTIMIDACION
63A. COM. CURACAVI,OESTE,COSTA,ROBO CON INTIMIDACION
63A. COM. CURACAVI,OESTE,COSTA,ROBO CON INTIMIDACION
63A. COM. CURACAVI,OESTE,COSTA,LESIONES CON ARMA BLANCA
63A. COM. CURACAVI,OESTE,COSTA,LESIONES CON ARMA BLANCA
63A. COM. CURACAVI,OESTE,COSTA,LESIONES CON ARMA BLANCA
63A. COM. CURACAVI,OESTE,COSTA,LESIONES CON ARMA BLANCA
63A. COM. CURACAVI,OESTE,COSTA,ORDEN DE APREHENSION
63A. COM. CURACAVI,OESTE,COSTA,ORDEN DE APREHENSION
63A. COM. CURACAVI,OESTE,COSTA,ORDEN DE APREHENSION
63A. COM. CURACAVI,OESTE,COSTA,ROBO CON VIOLENCIA
63A. COM. CURACAVI,OESTE,COSTA,RECEPTACION
63A. COM. CURACAVI,OESTE,COSTA,CONTRA LA PROPIEDAD (OTROS)
63A. COM. CURACAVI,OESTE,COSTA,CULTIVO/COSECHA ESPECIES VEGETALES PRODUCTORAS ESTUPEF.
63A. COM. CURACAVI,OESTE,COSTA,ORDEN DE APREHENSION
63A. COM. CURACAVI,OESTE,COSTA,ORDEN DE APREHENSION
63A. COM. CURACAVI,OESTE,COSTA,ORDEN DE APREHENSION
63A. COM. CURACAVI,OESTE,COSTA,CONTRA LA PROPIEDAD (OTROS)
63A. COM. CURACAVI,OESTE,COSTA,ROBO EN LUGAR NO HABITADO
63A. COM. CURACAVI,OESTE,COSTA,ORDEN DE APREHENSION
63A. COM. CURACAVI,OESTE,COSTA,ORDEN DE APREHENSION
63A. COM. CURACAVI,OESTE,COSTA,RECEPTACION
63A. COM. CURACAVI,OESTE,COSTA,ORDEN DE APREHENSION
63A. COM. CURACAVI,OESTE,COSTA,CONTRA LA PROPIEDAD (OTROS)
63A. COM. CURACAVI,OESTE,COSTA,MICROTRAFICO (TRAFICO DE PEQUEÑAS CANTIDADES ART. 4 LEY
63A. COM. CURACAVI,OESTE,COSTA,MICROTRAFICO (TRAFICO DE PEQUEÑAS CANTIDADES ART. 4 LEY
63A. COM. CURACAVI,OESTE,COSTA,RECEPTACION
63A. COM. CURACAVI,OESTE,COSTA,OTROS DELITOS DE LA LEY 20.000
63A. COM. CURACAVI,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
63A. COM. CURACAVI,OESTE,COSTA,OTROS DELITOS DE LA LEY 20.000
63A. COM. CURACAVI,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
63A. COM. CURACAVI,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
63A. COM. CURACAVI,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
63A. COM. CURACAVI,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
63A. COM. CURACAVI,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
63A. COM. CURACAVI,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
63A. COM. CURACAVI,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
63A. COM. CURACAVI,OESTE,COSTA,"TENENCIA ILEGAL DE ARMA DE FUEGO, MUNICIONES Y OTROS SU"
63A. COM. CURACAVI,OESTE,COSTA,CONDUCCION ESTADO DE EBRIEDAD
63A. COM. CURACAVI,OESTE,COSTA,CULTIVO/COSECHA ESPECIES VEGETALES PRODUCTORAS ESTUPEF.
63A. COM. CURACAVI,OESTE,COSTA,INFRACCION SANITARIA
63A. COM. CURACAVI,OESTE,COSTA,INFRACCION SANITARIA
63A. COM. CURACAVI,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
63A. COM. CURACAVI,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
63A. COM. CURACAVI,OESTE,COSTA,INFRACCION SANITARIA
63A. COM. CURACAVI,OESTE,COSTA,INFRACCION SANITARIA
63A. COM. CURACAVI,OESTE,COSTA,INFRACCION SANITARIA
63A. COM. CURACAVI,OESTE,COSTA,INFRACCION SANITARIA
63A. COM. CURACAVI,OESTE,COSTA,INFRACCION SANITARIA
63A. COM. CURACAVI,OESTE,COSTA,INFRACCION SANITARIA
63A. COM. CURACAVI,OESTE,COSTA,ORDEN DE APREHENSION
63A. COM. CURACAVI,OESTE,COSTA,INFRACCION SANITARIA
63A. COM. CURACAVI,OESTE,COSTA,INFRACCION SANITARIA
63A. COM. CURACAVI,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
63A. COM. CURACAVI,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
63A. COM. CURACAVI,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
63A. COM. CURACAVI,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
63A. COM. CURACAVI,OESTE,COSTA,INFRACCION SANITARIA
63A. COM. CURACAVI,OESTE,COSTA,OTROS DELITOS DE LA LEY 20.000
63A. COM. CURACAVI,OESTE,COSTA,ORDEN DE APREHENSION
63A. COM. CURACAVI,OESTE,COSTA,INFRACCION SANITARIA
63A. COM. CURACAVI,OESTE,COSTA,INFRACCION SANITARIA
63A. COM. CURACAVI,OESTE,COSTA,INFRACCION SANITARIA
63A. COM. CURACAVI,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
63A. COM. CURACAVI,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
63A. COM. CURACAVI,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
63A. COM. CURACAVI,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
63A. COM. CURACAVI,OESTE,COSTA,PORTADORES DE MARIHUANA
63A. COM. CURACAVI,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
63A. COM. CURACAVI,OESTE,COSTA,CONTRA LA PROPIEDAD (OTROS)
63A. COM. CURACAVI,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
63A. COM. CURACAVI,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
63A. COM. CURACAVI,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
63A. COM. CURACAVI,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
63A. COM. CURACAVI,OESTE,COSTA,INFRACCION SANITARIA
63A. COM. CURACAVI,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
63A. COM. CURACAVI,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
63A. COM. CURACAVI,OESTE,COSTA,ORDEN DE APREHENSION
63A. COM. CURACAVI,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
63A. COM. CURACAVI,OESTE,COSTA,CONDUCIDO POR TOQUE DE QUEDA
63A. COM. CURACAVI,OESTE,COSTA,ORDEN DE APREHENSION
63A. COM. CURACAVI,OESTE,COSTA,ORDEN DE APREHENSION
63A. COM. CURACAVI,OESTE,COSTA,HURTO SIMPLE
63A. COM. CURACAVI,OESTE,COSTA,INFRACCION SANITARIA
63A. COM. CURACAVI,OESTE,COSTA,INFRACCION SANITARIA
63A. COM. CURACAVI,OESTE,COSTA,INFRACCION SANITARIA
63A. COM. CURACAVI,OESTE,COSTA,INFRACCION SANITARIA
63A. COM. CURACAVI,OESTE,COSTA,INFRACCION SANITARIA
63A. COM. CURACAVI,OESTE,COSTA,CONTRA LA PROPIEDAD (OTROS)
63A. COM. CURACAVI,OESTE,COSTA,CONTRA LA PROPIEDAD (OTROS)
63A. COM. CURACAVI,OESTE,COSTA,CONTRA LA PROPIEDAD (OTROS)
6TA. COM. RECOLETA,OESTE,NORTE,ORDEN DE APREHENSION
6TA. COM. RECOLETA,OESTE,NORTE,ORDEN DE APREHENSION
6TA. COM. RECOLETA,OESTE,NORTE,ORDEN DE APREHENSION
6TA. COM. RECOLETA,OESTE,NORTE,ORDEN DE APREHENSION
6TA. COM. RECOLETA,OESTE,NORTE,RECEPTACION
6TA. COM. RECOLETA,OESTE,NORTE,ORDEN DE APREHENSION
6TA. COM. RECOLETA,OESTE,NORTE,ORDEN DE APREHENSION
6TA. COM. RECOLETA,OESTE,NORTE,ORDEN DE APREHENSION
6TA. COM. RECOLETA,OESTE,NORTE,ORDEN DE APREHENSION
6TA. COM. RECOLETA,OESTE,NORTE,ORDEN DE APREHENSION
6TA. COM. RECOLETA,OESTE,NORTE,ORDEN DE APREHENSION
6TA. COM. RECOLETA,OESTE,NORTE,ORDEN DE APREHENSION
6TA. COM. RECOLETA,OESTE,NORTE,ORDEN DE APREHENSION
6TA. COM. RECOLETA,OESTE,NORTE,ORDEN DE APREHENSION
6TA. COM. RECOLETA,OESTE,NORTE,ORDEN DE APREHENSION
6TA. COM. RECOLETA,OESTE,NORTE,ORDEN DE APREHENSION
6TA. COM. RECOLETA,OESTE,NORTE,ORDEN DE APREHENSION
6TA. COM. RECOLETA,OESTE,NORTE,RECEPTACION
6TA. COM. RECOLETA,OESTE,NORTE,ROBO CON INTIMIDACION
6TA. COM. RECOLETA,OESTE,NORTE,ORDEN DE APREHENSION
6TA. COM. RECOLETA,OESTE,NORTE,MANEJO DE ARMAS PROHIBIDAS
6TA. COM. RECOLETA,OESTE,NORTE,ORDEN DE APREHENSION
6TA. COM. RECOLETA,OESTE,NORTE,ORDEN DE APREHENSION
6TA. COM. RECOLETA,OESTE,NORTE,ROBO CON INTIMIDACION
6TA. COM. RECOLETA,OESTE,NORTE,ROBO CON INTIMIDACION
6TA. COM. RECOLETA,OESTE,NORTE,ROBO CON INTIMIDACION
6TA. COM. RECOLETA,OESTE,NORTE,CONTRA LA PROPIEDAD (OTROS)
6TA. COM. RECOLETA,OESTE,NORTE,ORDEN DE APREHENSION
6TA. COM. RECOLETA,OESTE,NORTE,CONTRA LA PROPIEDAD (OTROS)
6TA. COM. RECOLETA,OESTE,NORTE,RECEPTACION
6TA. COM. RECOLETA,OESTE,NORTE,ORDEN DE APREHENSION
6TA. COM. RECOLETA,OESTE,NORTE,ORDEN DE APREHENSION
6TA. COM. RECOLETA,OESTE,NORTE,ORDEN DE APREHENSION
6TA. COM. RECOLETA,OESTE,NORTE,ORDEN DE APREHENSION
6TA. COM. RECOLETA,OESTE,NORTE,HURTO SIMPLE
6TA. COM. RECOLETA,OESTE,NORTE,RECEPTACION
6TA. COM. RECOLETA,OESTE,NORTE,ORDEN DE APREHENSION
6TA. COM. RECOLETA,OESTE,NORTE,VIOLENCIA INTRAFAMILIAR A MUJER (LESIONES LEVES)
6TA. COM. RECOLETA,OESTE,NORTE,ROBO CON INTIMIDACION
6TA. COM. RECOLETA,OESTE,NORTE,ROBO CON INTIMIDACION
6TA. COM. RECOLETA,OESTE,NORTE,ROBO CON INTIMIDACION
9NA. COM. INDEPENDENCIA,OESTE,NORTE,HURTO SIMPLE
9NA. COM. INDEPENDENCIA,OESTE,NORTE,MICROTRAFICO (TRAFICO DE PEQUEÑAS CANTIDADES ART. 4 LEY
9NA. COM. INDEPENDENCIA,OESTE,NORTE,MICROTRAFICO (TRAFICO DE PEQUEÑAS CANTIDADES ART. 4 LEY
9NA. COM. INDEPENDENCIA,OESTE,NORTE,PORTE DE ARMA CORTANTE O PUNZANTE ART. 288 BIS
9NA. COM. INDEPENDENCIA,OESTE,NORTE,INFRACCION SANITARIA
9NA. COM. INDEPENDENCIA,OESTE,NORTE,INFRACCION SANITARIA
9NA. COM. INDEPENDENCIA,OESTE,NORTE,INFRACCION SANITARIA
9NA. COM. INDEPENDENCIA,OESTE,NORTE,MICROTRAFICO (TRAFICO DE PEQUEÑAS CANTIDADES ART. 4 LEY
9NA. COM. INDEPENDENCIA,OESTE,NORTE,TRAFICO ILICITO DE DROGAS ART. 3 LEY NRO. 20.000
9NA. COM. INDEPENDENCIA,OESTE,NORTE,TRAFICO ILICITO DE DROGAS ART. 3 LEY NRO. 20.000
9NA. COM. INDEPENDENCIA,OESTE,NORTE,INFRACCION SANITARIA
9NA. COM. INDEPENDENCIA,OESTE,NORTE,INFRACCION SANITARIA
9NA. COM. INDEPENDENCIA,OESTE,NORTE,ROBO CON INTIMIDACION
9NA. COM. INDEPENDENCIA,OESTE,NORTE,ROBO CON INTIMIDACION
9NA. COM. INDEPENDENCIA,OESTE,NORTE,ROBO CON INTIMIDACION
9NA. COM. INDEPENDENCIA,OESTE,NORTE,ROBO CON INTIMIDACION
9NA. COM. INDEPENDENCIA,OESTE,NORTE,OCULTAMIENTO DE PLACA PATENTE (ART. 192 LETRA E)
9NA. COM. INDEPENDENCIA,OESTE,NORTE,INFRACCION SANITARIA
9NA. COM. INDEPENDENCIA,OESTE,NORTE,INFRACCION SANITARIA
9NA. COM. INDEPENDENCIA,OESTE,NORTE,INFRACCION SANITARIA
9NA. COM. INDEPENDENCIA,OESTE,NORTE,INFRACCION SANITARIA
9NA. COM. INDEPENDENCIA,OESTE,NORTE,INFRACCION SANITARIA
9NA. COM. INDEPENDENCIA,OESTE,NORTE,INFRACCION SANITARIA
9NA. COM. INDEPENDENCIA,OESTE,NORTE,INFRACCION SANITARIA
9NA. COM. INDEPENDENCIA,OESTE,NORTE,INFRACCION SANITARIA
9NA. COM. INDEPENDENCIA,OESTE,NORTE,INFRACCION SANITARIA
9NA. COM. INDEPENDENCIA,OESTE,NORTE,INFRACCION SANITARIA
9NA. COM. INDEPENDENCIA,OESTE,NORTE,INFRACCION SANITARIA
9NA. COM. INDEPENDENCIA,OESTE,NORTE,INFRACCION SANITARIA
9NA. COM. INDEPENDENCIA,OESTE,NORTE,INFRACCION SANITARIA
9NA. COM. INDEPENDENCIA,OESTE,NORTE,OTROS DELITOS DE LA LEY 20.000
9NA. COM. INDEPENDENCIA,OESTE,NORTE,INFRACCION SANITARIA
9NA. COM. INDEPENDENCIA,OESTE,NORTE,INFRACCION SANITARIA
9NA. COM. INDEPENDENCIA,OESTE,NORTE,INFRACCION SANITARIA
9NA. COM. INDEPENDENCIA,OESTE,NORTE,INFRACCION SANITARIA
9NA. COM. INDEPENDENCIA,OESTE,NORTE,TRAFICO ILICITO DE DROGAS ART. 3 LEY NRO. 20.000
9NA. COM. INDEPENDENCIA,OESTE,NORTE,TRAFICO ILICITO DE DROGAS ART. 3 LEY NRO. 20.000
9NA. COM. INDEPENDENCIA,OESTE,NORTE,TRAFICO ILICITO DE DROGAS ART. 3 LEY NRO. 20.000
9NA. COM. INDEPENDENCIA,OESTE,NORTE,TRAFICO ILICITO DE DROGAS ART. 3 LEY NRO. 20.000
9NA. COM. INDEPENDENCIA,OESTE,NORTE,OTROS DELITOS DE LA LEY 20.000
9NA. COM. INDEPENDENCIA,OESTE,NORTE,OTROS DELITOS DE LA LEY 20.000
9NA. COM. INDEPENDENCIA,OESTE,NORTE,OTROS DELITOS DE LA LEY 20.000
9NA. COM. INDEPENDENCIA,OESTE,NORTE,OTROS DELITOS DE LA LEY 20.000
9NA. COM. INDEPENDENCIA,OESTE,NORTE,INFRACCION SANITARIA
9NA. COM. INDEPENDENCIA,OESTE,NORTE,TRAFICO ILICITO DE DROGAS ART. 3 LEY NRO. 20.000
9NA. COM. INDEPENDENCIA,OESTE,NORTE,TRAFICO ILICITO DE DROGAS ART. 3 LEY NRO. 20.000
9NA. COM. INDEPENDENCIA,OESTE,NORTE,INFRACCION SANITARIA
9NA. COM. INDEPENDENCIA,OESTE,NORTE,INFRACCION SANITARIA
9NA. COM. INDEPENDENCIA,OESTE,NORTE,INFRACCION SANITARIA
9NA. COM. INDEPENDENCIA,OESTE,NORTE,DESORDENES PUBLICOS
9NA. COM. INDEPENDENCIA,OESTE,NORTE,DESORDENES PUBLICOS
9NA. COM. INDEPENDENCIA,OESTE,NORTE,DESORDENES PUBLICOS
9NA. COM. INDEPENDENCIA,OESTE,NORTE,VIOLENCIA INTRAFAMILIAR A MUJER (LESIONES LEVES)
9NA. COM. INDEPENDENCIA,OESTE,NORTE,CONTRA LA PROPIEDAD (OTROS)
9NA. COM. INDEPENDENCIA,OESTE,NORTE,CONTRA LA PROPIEDAD (OTROS)
9NA. COM. INDEPENDENCIA,OESTE,NORTE,CONTRA LA PROPIEDAD (OTROS)
9NA. COM. INDEPENDENCIA,OESTE,NORTE,ORDEN DE APREHENSION
9NA. COM. INDEPENDENCIA,OESTE,NORTE,INFRACCION SANITARIA
9NA. COM. INDEPENDENCIA,OESTE,NORTE,INFRACCION SANITARIA
9NA. COM. INDEPENDENCIA,OESTE,NORTE,INFRACCION SANITARIA
